"county","precinct","office","district","party","candidate","votes"
"Rensselaer","Berlin 1","U.S. House ","19","DEM","Zephyr Teachout","119"
"Rensselaer","Berlin 2","U.S. House ","19","DEM","Zephyr Teachout","99"
"Rensselaer","Brunswick 1","U.S. House ","19","DEM","Zephyr Teachout","302"
"Rensselaer","Brunswick 2","U.S. House ","19","DEM","Zephyr Teachout","253"
"Rensselaer","Brunswick 3","U.S. House ","19","DEM","Zephyr Teachout","237"
"Rensselaer","Brunswick 4","U.S. House ","19","DEM","Zephyr Teachout","215"
"Rensselaer","Brunswick 5","U.S. House ","19","DEM","Zephyr Teachout","432"
"Rensselaer","Brunswick 6","U.S. House ","19","DEM","Zephyr Teachout","245"
"Rensselaer","Brunswick 7","U.S. House ","19","DEM","Zephyr Teachout","67"
"Rensselaer","Brunswick 8","U.S. House ","19","DEM","Zephyr Teachout","249"
"Rensselaer","Brunswick 9","U.S. House ","19","DEM","Zephyr Teachout","282"
"Rensselaer","Brunswick 10","U.S. House ","19","DEM","Zephyr Teachout","213"
"Rensselaer","Grafton 1","U.S. House ","19","DEM","Zephyr Teachout","154"
"Rensselaer","Grafton 2","U.S. House ","19","DEM","Zephyr Teachout","185"
"Rensselaer","Hoosick 1","U.S. House ","19","DEM","Zephyr Teachout","154"
"Rensselaer","Hoosick 2","U.S. House ","19","DEM","Zephyr Teachout","184"
"Rensselaer","Hoosick 3","U.S. House ","19","DEM","Zephyr Teachout","64"
"Rensselaer","Hoosick 4","U.S. House ","19","DEM","Zephyr Teachout","125"
"Rensselaer","Hoosick 5","U.S. House ","19","DEM","Zephyr Teachout","135"
"Rensselaer","Hoosick 6","U.S. House ","19","DEM","Zephyr Teachout","130"
"Rensselaer","Hoosick 7","U.S. House ","19","DEM","Zephyr Teachout","187"
"Rensselaer","Nassau 1","U.S. House ","19","DEM","Zephyr Teachout","172"
"Rensselaer","Nassau 2","U.S. House ","19","DEM","Zephyr Teachout","237"
"Rensselaer","Nassau 3","U.S. House ","19","DEM","Zephyr Teachout","172"
"Rensselaer","Nassau 4","U.S. House ","19","DEM","Zephyr Teachout","184"
"Rensselaer","Petersburgh 1","U.S. House ","19","DEM","Zephyr Teachout","229"
"Rensselaer","Pittstown 1","U.S. House ","19","DEM","Zephyr Teachout","79"
"Rensselaer","Pittstown 2","U.S. House ","19","DEM","Zephyr Teachout","86"
"Rensselaer","Pittstown 3","U.S. House ","19","DEM","Zephyr Teachout","109"
"Rensselaer","Pittstown 4","U.S. House ","19","DEM","Zephyr Teachout","215"
"Rensselaer","Pittstown 5","U.S. House ","19","DEM","Zephyr Teachout","116"
"Rensselaer","Pittstown 6","U.S. House ","19","DEM","Zephyr Teachout","104"
"Rensselaer","Poestenkill 1","U.S. House ","19","DEM","Zephyr Teachout","123"
"Rensselaer","Poestenkill 2","U.S. House ","19","DEM","Zephyr Teachout","212"
"Rensselaer","Poestenkill 3","U.S. House ","19","DEM","Zephyr Teachout","110"
"Rensselaer","Poestenkill 4","U.S. House ","19","DEM","Zephyr Teachout","304"
"Rensselaer","Sand Lake 1","U.S. House ","19","DEM","Zephyr Teachout","586"
"Rensselaer","Sand Lake 2","U.S. House ","19","DEM","Zephyr Teachout","291"
"Rensselaer","Sand Lake 3","U.S. House ","19","DEM","Zephyr Teachout","396"
"Rensselaer","Sand Lake 4","U.S. House ","19","DEM","Zephyr Teachout","134"
"Rensselaer","Sand Lake 5","U.S. House ","19","DEM","Zephyr Teachout","221"
"Rensselaer","Sand Lake 6","U.S. House ","19","DEM","Zephyr Teachout","153"
"Rensselaer","Schaghticoke 1","U.S. House ","19","DEM","Zephyr Teachout","207"
"Rensselaer","Schaghticoke 2","U.S. House ","19","DEM","Zephyr Teachout","62"
"Rensselaer","Schaghticoke 3","U.S. House ","19","DEM","Zephyr Teachout","156"
"Rensselaer","Schaghticoke 4","U.S. House ","19","DEM","Zephyr Teachout","111"
