"county","precinct","office","district","party","candidate","votes"
"Fulton","Gloversville Ward 3 Dist 2","NY State Senate","49th Senatorial","","Voids",0
"Fulton","Gloversville Ward 4 Dist 1","NY State Senate","49th Senatorial","","Voids",0
"Fulton","Gloversville Ward 4 Dist 2","NY State Senate","49th Senatorial","","Voids",0
"Fulton","Gloversville Ward 5 Dist 1","NY State Senate","49th Senatorial","","Voids",1
"Fulton","Gloversville Ward 5 Dist 2","NY State Senate","49th Senatorial","","Voids",0
"Fulton","Gloversville Ward 6 Dist 1","NY State Senate","49th Senatorial","","Voids",0
"Fulton","Gloversville Ward 6 Dist 2","NY State Senate","49th Senatorial","","Voids",0
"Fulton","Johnstown Ward 1 Dist 1","NY State Senate","49th Senatorial","","Voids",1
"Fulton","Johnstown Ward 1 Dist 2","NY State Senate","49th Senatorial","","Voids",0
"Fulton","Johnstown Ward 2 Dist 1","NY State Senate","49th Senatorial","","Voids",0
"Fulton","Johnstown Ward 2 Dist 2","NY State Senate","49th Senatorial","","Voids",0
"Fulton","Johnstown Ward 3 Dist 1","NY State Senate","49th Senatorial","","Voids",0
"Fulton","Johnstown Ward 3 Dist 2","NY State Senate","49th Senatorial","","Voids",2
"Fulton","Johnstown Ward 4 Dist 1","NY State Senate","49th Senatorial","","Voids",0
"Fulton","Johnstown Ward 4 Dist 2","NY State Senate","49th Senatorial","","Voids",0
"Fulton","Bleecker","NY State Senate","49th Senatorial","","Blanks",29
"Fulton","Broadalbin 1","NY State Senate","49th Senatorial","","Blanks",35
"Fulton","Broadalbin 2","NY State Senate","49th Senatorial","","Blanks",40
"Fulton","Broadalbin 3","NY State Senate","49th Senatorial","","Blanks",29
"Fulton","Broadalbin 4","NY State Senate","49th Senatorial","","Blanks",40
"Fulton","Caroga","NY State Senate","49th Senatorial","","Blanks",53
"Fulton","Ephratah","NY State Senate","49th Senatorial","","Blanks",70
"Fulton","Johnstown 1","NY State Senate","49th Senatorial","","Blanks",50
"Fulton","Johnstown 2","NY State Senate","49th Senatorial","","Blanks",61
"Fulton","Johnstown 3","NY State Senate","49th Senatorial","","Blanks",67
"Fulton","Johnstown 4","NY State Senate","49th Senatorial","","Blanks",51
"Fulton","Mayfield 1","NY State Senate","49th Senatorial","","Blanks",47
"Fulton","Mayfield 2","NY State Senate","49th Senatorial","","Blanks",39
"Fulton","Mayfield 3","NY State Senate","49th Senatorial","","Blanks",38
"Fulton","Mayfield 4","NY State Senate","49th Senatorial","","Blanks",44
"Fulton","Northampton 1","NY State Senate","49th Senatorial","","Blanks",41
"Fulton","Northampton 2","NY State Senate","49th Senatorial","","Blanks",1
"Fulton","Northampton 3","NY State Senate","49th Senatorial","","Blanks",41
"Fulton","Oppenheim 1","NY State Senate","49th Senatorial","","Blanks",90
"Fulton","Perth 1","NY State Senate","49th Senatorial","","Blanks",47
"Fulton","Perth 2","NY State Senate","49th Senatorial","","Blanks",53
"Fulton","Stratford 1","NY State Senate","49th Senatorial","","Blanks",28
"Fulton","Gloversville Ward 1 Dist 1","NY State Senate","49th Senatorial","","Blanks",24
"Fulton","Gloversville Ward 1 Dist 2","NY State Senate","49th Senatorial","","Blanks",26
"Fulton","Gloversville Ward 2 Dist 1","NY State Senate","49th Senatorial","","Blanks",12
"Fulton","Gloversville Ward 2 Dist 2","NY State Senate","49th Senatorial","","Blanks",32
"Fulton","Gloversville Ward 3 Dist 1","NY State Senate","49th Senatorial","","Blanks",33
"Fulton","Gloversville Ward 3 Dist 2","NY State Senate","49th Senatorial","","Blanks",36
"Fulton","Gloversville Ward 4 Dist 1","NY State Senate","49th Senatorial","","Blanks",41
"Fulton","Gloversville Ward 4 Dist 2","NY State Senate","49th Senatorial","","Blanks",28
"Fulton","Gloversville Ward 5 Dist 1","NY State Senate","49th Senatorial","","Blanks",38
"Fulton","Gloversville Ward 5 Dist 2","NY State Senate","49th Senatorial","","Blanks",26
"Fulton","Gloversville Ward 6 Dist 1","NY State Senate","49th Senatorial","","Blanks",29
"Fulton","Gloversville Ward 6 Dist 2","NY State Senate","49th Senatorial","","Blanks",30
"Fulton","Johnstown Ward 1 Dist 1","NY State Senate","49th Senatorial","","Blanks",39
"Fulton","Johnstown Ward 1 Dist 2","NY State Senate","49th Senatorial","","Blanks",44
"Fulton","Johnstown Ward 2 Dist 1","NY State Senate","49th Senatorial","","Blanks",45
"Fulton","Johnstown Ward 2 Dist 2","NY State Senate","49th Senatorial","","Blanks",24
"Fulton","Johnstown Ward 3 Dist 1","NY State Senate","49th Senatorial","","Blanks",35
"Fulton","Johnstown Ward 3 Dist 2","NY State Senate","49th Senatorial","","Blanks",27
"Fulton","Johnstown Ward 4 Dist 1","NY State Senate","49th Senatorial","","Blanks",34
"Fulton","Johnstown Ward 4 Dist 2","NY State Senate","49th Senatorial","","Blanks",47
