Mike Derrick,193,DEM
Mike Derrick,18,WOR
Elise M. Stefanik,328,REP
Elise M. Stefanik,30,CON
Elise M. Stefanik,11,IND
Elise M. Stefanik,0,REF
Matthew J. Funiciello,20,GRE
Hillary Clinton and Tim Kaine,223,DEM
Hillary Clinton and Tim Kaine,12,WOR
Hillary Clinton and Tim Kaine,2,WOM
Donald J. Trump and Michael R. Pence,311,REP
Donald J. Trump and Michael R. Pence,26,CON
Jill Stein and Ajamu Baraka,11,GRE
Gary Johnson and Bill Weld,16,IND
Gary Johnson and Bill Weld,3,LIB
Elizabeth O'C Little,402,REP
Elizabeth O'C Little,40,CON
Elizabeth O'C Little,32,IND
Stephen Matthew Ruzbacki,53,GRE
Charles E. Schumer,258,DEM
Charles E. Schumer,24,WOR
Charles E. Schumer,20,IND
Charles E. Schumer,3,WOM
Wendy Long,234,REP
Wendy Long,18,CON
Wendy Long,0,REF
Robin Laverne Wilson,14,GRE
Alex Merced,0,LIB
Daniel G Stec,350,REP
Daniel G Stec,34,CON
Daniel G Stec,30,IND
Daniel G Stec,2,REF
Robin M. Barkenhagen,78,GRE
