Mike Derrick,516,DEM
Mike Derrick,42,WOR
Elise M. Stefanik,944,REP
Elise M. Stefanik,55,CON
Elise M. Stefanik,31,IND
Elise M. Stefanik,9,REF
Matthew J. Funiciello,61,GRE
Hillary Clinton and Tim Kaine,666,DEM
Hillary Clinton and Tim Kaine,15,WOR
Hillary Clinton and Tim Kaine,5,WOM
Donald J. Trump and Michael R. Pence,899,REP
Donald J. Trump and Michael R. Pence,38,CON
Jill Stein and Ajamu Baraka,34,GRE
Gary Johnson and Bill Weld,41,IND
Gary Johnson and Bill Weld,15,LIB
Elizabeth O'C Little,1210,REP
Elizabeth O'C Little,91,CON
Elizabeth O'C Little,92,IND
Stephen Matthew Ruzbacki,103,GRE
Charles E. Schumer,716,DEM
Charles E. Schumer,37,WOR
Charles E. Schumer,30,IND
Charles E. Schumer,14,WOM
Wendy Long,680,REP
Wendy Long,39,CON
Wendy Long,11,REF
Robin Laverne Wilson,28,GRE
Alex Merced,9,LIB
Daniel G Stec,1063,REP
Daniel G Stec,78,CON
Daniel G Stec,62,IND
Daniel G Stec,9,REF
Robin M. Barkenhagen,136,GRE
