Mike Derrick,121,DEM
Mike Derrick,9,WOR
Elise M. Stefanik,112,REP
Elise M. Stefanik,14,CON
Elise M. Stefanik,11,IND
Elise M. Stefanik,0,REF
Matthew J. Funiciello,13,GRE
Hillary Clinton and Tim Kaine,147,DEM
Hillary Clinton and Tim Kaine,9,WOR
Hillary Clinton and Tim Kaine,5,WOM
Donald J. Trump and Michael R. Pence,91,REP
Donald J. Trump and Michael R. Pence,10,CON
Jill Stein and Ajamu Baraka,10,GRE
Gary Johnson and Bill Weld,6,IND
Gary Johnson and Bill Weld,5,LIB
Elizabeth O'C Little,159,REP
Elizabeth O'C Little,18,CON
Elizabeth O'C Little,27,IND
Stephen Matthew Ruzbacki,37,GRE
Charles E. Schumer,146,DEM
Charles E. Schumer,12,WOR
Charles E. Schumer,5,IND
Charles E. Schumer,6,WOM
Wendy Long,84,REP
Wendy Long,9,CON
Wendy Long,1,REF
Robin Laverne Wilson,11,GRE
Alex Merced,0,LIB
Daniel G Stec,134,REP
Daniel G Stec,21,CON
Daniel G Stec,17,IND
Daniel G Stec,4,REF
Robin M. Barkenhagen,53,GRE
