Mike Derrick,117,DEM
Mike Derrick,11,WOR
Elise M. Stefanik,56,REP
Elise M. Stefanik,4,CON
Elise M. Stefanik,3,IND
Elise M. Stefanik,0,REF
Matthew J. Funiciello,7,GRE
Hillary Clinton and Tim Kaine,129,DEM
Hillary Clinton and Tim Kaine,7,WOR
Hillary Clinton and Tim Kaine,2,WOM
Donald J. Trump and Michael R. Pence,49,REP
Donald J. Trump and Michael R. Pence,5,CON
Jill Stein and Ajamu Baraka,7,GRE
Gary Johnson and Bill Weld,2,IND
Gary Johnson and Bill Weld,2,LIB
Elizabeth O'C Little,97,REP
Elizabeth O'C Little,9,CON
Elizabeth O'C Little,15,IND
Stephen Matthew Ruzbacki,35,GRE
Charles E. Schumer,124,DEM
Charles E. Schumer,6,WOR
Charles E. Schumer,5,IND
Charles E. Schumer,3,WOM
Wendy Long,48,REP
Wendy Long,4,CON
Wendy Long,1,REF
Robin Laverne Wilson,5,GRE
Alex Merced,3,LIB
Daniel G Stec,97,REP
Daniel G Stec,5,CON
Daniel G Stec,14,IND
Daniel G Stec,0,REF
Robin M. Barkenhagen,39,GRE
