Mike Derrick,418,DEM
Mike Derrick,32,WOR
Elise M. Stefanik,187,REP
Elise M. Stefanik,13,CON
Elise M. Stefanik,10,IND
Elise M. Stefanik,2,REF
Matthew J. Funiciello,26,GRE
Hillary Clinton and Tim Kaine,415,DEM
Hillary Clinton and Tim Kaine,24,WOR
Hillary Clinton and Tim Kaine,11,WOM
Donald J. Trump and Michael R. Pence,172,REP
Donald J. Trump and Michael R. Pence,15,CON
Jill Stein and Ajamu Baraka,21,GRE
Gary Johnson and Bill Weld,21,IND
Gary Johnson and Bill Weld,7,LIB
Elizabeth O'C Little,336,REP
Elizabeth O'C Little,26,CON
Elizabeth O'C Little,71,IND
Stephen Matthew Ruzbacki,110,GRE
Charles E. Schumer,424,DEM
Charles E. Schumer,31,WOR
Charles E. Schumer,15,IND
Charles E. Schumer,10,WOM
Wendy Long,151,REP
Wendy Long,6,CON
Wendy Long,0,REF
Robin Laverne Wilson,25,GRE
Alex Merced,6,LIB
Daniel G Stec,285,REP
Daniel G Stec,20,CON
Daniel G Stec,49,IND
Daniel G Stec,2,REF
Robin M. Barkenhagen,155,GRE
