Mike Derrick,209,DEM
Mike Derrick,17,WOR
Elise M. Stefanik,594,REP
Elise M. Stefanik,64,CON
Elise M. Stefanik,18,IND
Elise M. Stefanik,6,REF
Matthew J. Funiciello,47,GRE
Hillary Clinton and Tim Kaine,290,DEM
Hillary Clinton and Tim Kaine,13,WOR
Hillary Clinton and Tim Kaine,5,WOM
Donald J. Trump and Michael R. Pence,554,REP
Donald J. Trump and Michael R. Pence,57,CON
Jill Stein and Ajamu Baraka,18,GRE
Gary Johnson and Bill Weld,20,IND
Gary Johnson and Bill Weld,9,LIB
Elizabeth O'C Little,663,REP
Elizabeth O'C Little,70,CON
Elizabeth O'C Little,62,IND
Stephen Matthew Ruzbacki,63,GRE
Charles E. Schumer,310,DEM
Charles E. Schumer,21,WOR
Charles E. Schumer,24,IND
Charles E. Schumer,5,WOM
Wendy Long,501,REP
Wendy Long,61,CON
Wendy Long,3,REF
Robin Laverne Wilson,12,GRE
Alex Merced,9,LIB
Daniel G Stec,642,REP
Daniel G Stec,71,CON
Daniel G Stec,51,IND
Daniel G Stec,5,REF
Robin M. Barkenhagen,74,GRE
