Mike Derrick,244,DEM
Mike Derrick,14,WOR
Elise M. Stefanik,119,REP
Elise M. Stefanik,9,CON
Elise M. Stefanik,5,IND
Elise M. Stefanik,2,REF
Matthew J. Funiciello,17,GRE
Hillary Clinton and Tim Kaine,240,DEM
Hillary Clinton and Tim Kaine,12,WOR
Hillary Clinton and Tim Kaine,6,WOM
Donald J. Trump and Michael R. Pence,117,REP
Donald J. Trump and Michael R. Pence,9,CON
Jill Stein and Ajamu Baraka,14,GRE
Gary Johnson and Bill Weld,10,IND
Gary Johnson and Bill Weld,3,LIB
Elizabeth O'C Little,208,REP
Elizabeth O'C Little,13,CON
Elizabeth O'C Little,37,IND
Stephen Matthew Ruzbacki,67,GRE
Charles E. Schumer,243,DEM
Charles E. Schumer,18,WOR
Charles E. Schumer,7,IND
Charles E. Schumer,5,WOM
Wendy Long,100,REP
Wendy Long,3,CON
Wendy Long,0,REF
Robin Laverne Wilson,17,GRE
Alex Merced,1,LIB
Daniel G Stec,176,REP
Daniel G Stec,10,CON
Daniel G Stec,26,IND
Daniel G Stec,2,REF
Robin M. Barkenhagen,87,GRE
