Mike Derrick,226,DEM
Mike Derrick,14,WOR
Elise M. Stefanik,189,REP
Elise M. Stefanik,17,CON
Elise M. Stefanik,12,IND
Elise M. Stefanik,2,REF
Matthew J. Funiciello,19,GRE
Hillary Clinton and Tim Kaine,273,DEM
Hillary Clinton and Tim Kaine,10,WOR
Hillary Clinton and Tim Kaine,2,WOM
Donald J. Trump and Michael R. Pence,148,REP
Donald J. Trump and Michael R. Pence,16,CON
Jill Stein and Ajamu Baraka,13,GRE
Gary Johnson and Bill Weld,16,IND
Gary Johnson and Bill Weld,8,LIB
Elizabeth O'C Little,263,REP
Elizabeth O'C Little,29,CON
Elizabeth O'C Little,41,IND
Stephen Matthew Ruzbacki,59,GRE
Charles E. Schumer,271,DEM
Charles E. Schumer,14,WOR
Charles E. Schumer,15,IND
Charles E. Schumer,4,WOM
Wendy Long,132,REP
Wendy Long,15,CON
Wendy Long,3,REF
Robin Laverne Wilson,18,GRE
Alex Merced,6,LIB
Daniel G Stec,227,REP
Daniel G Stec,25,CON
Daniel G Stec,33,IND
Daniel G Stec,2,REF
Robin M. Barkenhagen,79,GRE
