Mike Derrick,87,DEM
Mike Derrick,2,WOR
Elise M. Stefanik,90,REP
Elise M. Stefanik,5,CON
Elise M. Stefanik,2,IND
Elise M. Stefanik,2,REF
Matthew J. Funiciello,8,GRE
Hillary Clinton and Tim Kaine,114,DEM
Hillary Clinton and Tim Kaine,2,WOR
Hillary Clinton and Tim Kaine,1,WOM
Donald J. Trump and Michael R. Pence,69,REP
Donald J. Trump and Michael R. Pence,3,CON
Jill Stein and Ajamu Baraka,1,GRE
Gary Johnson and Bill Weld,3,IND
Gary Johnson and Bill Weld,1,LIB
Elizabeth O'C Little,118,REP
Elizabeth O'C Little,9,CON
Elizabeth O'C Little,17,IND
Stephen Matthew Ruzbacki,20,GRE
Charles E. Schumer,110,DEM
Charles E. Schumer,2,WOR
Charles E. Schumer,4,IND
Charles E. Schumer,1,WOM
Wendy Long,55,REP
Wendy Long,3,CON
Wendy Long,0,REF
Robin Laverne Wilson,8,GRE
Alex Merced,2,LIB
Daniel G Stec,103,REP
Daniel G Stec,7,CON
Daniel G Stec,11,IND
Daniel G Stec,1,REF
Robin M. Barkenhagen,29,GRE
