Mike Derrick,166,DEM
Mike Derrick,17,WOR
Elise M. Stefanik,390,REP
Elise M. Stefanik,20,CON
Elise M. Stefanik,12,IND
Elise M. Stefanik,3,REF
Matthew J. Funiciello,23,GRE
Hillary Clinton and Tim Kaine,228,DEM
Hillary Clinton and Tim Kaine,5,WOR
Hillary Clinton and Tim Kaine,2,WOM
Donald J. Trump and Michael R. Pence,345,REP
Donald J. Trump and Michael R. Pence,18,CON
Jill Stein and Ajamu Baraka,11,GRE
Gary Johnson and Bill Weld,16,IND
Gary Johnson and Bill Weld,6,LIB
Elizabeth O'C Little,477,REP
Elizabeth O'C Little,41,CON
Elizabeth O'C Little,34,IND
Stephen Matthew Ruzbacki,33,GRE
Charles E. Schumer,249,DEM
Charles E. Schumer,14,WOR
Charles E. Schumer,7,IND
Charles E. Schumer,3,WOM
Wendy Long,278,REP
Wendy Long,18,CON
Wendy Long,4,REF
Robin Laverne Wilson,9,GRE
Alex Merced,2,LIB
Daniel G Stec,416,REP
Daniel G Stec,36,CON
Daniel G Stec,22,IND
Daniel G Stec,3,REF
Robin M. Barkenhagen,47,GRE
