Mike Derrick,303,DEM
Mike Derrick,26,WOR
Elise M. Stefanik,318,REP
Elise M. Stefanik,21,CON
Elise M. Stefanik,11,IND
Elise M. Stefanik,6,REF
Matthew J. Funiciello,28,GRE
Hillary Clinton and Tim Kaine,374,DEM
Hillary Clinton and Tim Kaine,11,WOR
Hillary Clinton and Tim Kaine,10,WOM
Donald J. Trump and Michael R. Pence,265,REP
Donald J. Trump and Michael R. Pence,13,CON
Jill Stein and Ajamu Baraka,21,GRE
Gary Johnson and Bill Weld,21,IND
Gary Johnson and Bill Weld,11,LIB
Elizabeth O'C Little,442,REP
Elizabeth O'C Little,35,CON
Elizabeth O'C Little,64,IND
Stephen Matthew Ruzbacki,78,GRE
Charles E. Schumer,359,DEM
Charles E. Schumer,24,WOR
Charles E. Schumer,8,IND
Charles E. Schumer,11,WOM
Wendy Long,238,REP
Wendy Long,14,CON
Wendy Long,2,REF
Robin Laverne Wilson,24,GRE
Alex Merced,5,LIB
Daniel G Stec,398,REP
Daniel G Stec,28,CON
Daniel G Stec,48,IND
Daniel G Stec,3,REF
Robin M. Barkenhagen,108,GRE
